|Y_article|_coordinates|_sent|a_head_form|a_head_number|a_head_pos|a_hypernyms|a_non_article_det|a_parent|a_pos_after_head|a_pos_before_head|a_referent|a_words_after_head|a_words_after_np|a_words_before_head|a_words_before_np|b_head_pos_simple|b_head_proper|b_is_postmodified|b_non_article_det_extended|b_postmodification_length|b_postmodification_pp_of|b_postmodification_type|b_postmodification_type_specific|b_predicate_form|b_referent|b_relative_position|Y_PREDICTED|Y_TRUE
5408|THE|"data/parsed/22/wsj_2235.mrg|6|80"|The company said revenue rose 138 % , to $ 10.9 million from $ 4.6 million , reflecting the success of its movies `` Gorillas in [ the Mist '' ] and `` Rainman , '' as well as the box-office smash `` Batman .|Mist|sg|NN|[u'fog.n.01']||PP|"[""''""]"|[]|False|"[""''""]"|['and', '``']|[]|['Gorillas', 'in']|NN|False|False|False|0|False|||reflecting|False|0.634146341463|ZERO|THE
5410|THE|"data/parsed/22/wsj_2235.mrg|6|107"|The company said revenue rose 138 % , to $ 10.9 million from $ 4.6 million , reflecting the success of its movies `` Gorillas in the Mist '' and `` Rainman , '' as well as [ the box-office smash `` Batman . ]|Batman|sg|NNP|[u'attendant.n.01']||PP|['.']|['NN', 'NN', '``']|True|['.']|[]|['box-office', 'smash', '``']|['well', 'as']|NN|True|False|False|0|False|||reflecting||0.973684210526|ZERO|THE
5418|THE|"data/parsed/22/wsj_2236.mrg|1|72"|A group including Jon M. Huntsman of Salt Lake City , said it boosted its stake in Aristech Chemical Corp. to 8.36 % of [ the the common shares ] outstanding .|share|pl|NN|[u'assets.n.01']||NP|[]|['JJ']|False|[]|['outstanding', '.']|['common']|['%', 'of']|NN|False|True|False|2|False|ADJP|outstanding|boosted|False|0.888888888889|ZERO|THE
5459|THE|"data/parsed/22/wsj_2237.mrg|2|60"|Last month , the Senate voted to send a delegation of congressional staffers to Poland to assist its legislature , [ the Sejm , ] in democratic procedures .|Sejm|sg|NN|||NP|[',']|[]|False|[',']|['in', 'democratic']|[]|['legislature', ',']|NN|False|False|False|0|False|||to|False|0.8|ZERO|THE
5465|THE|"data/parsed/22/wsj_2237.mrg|4|3"|[ The Poles ] might do better to view it as a Trojan Horse .|Poles|pl|NNP|[u'rod.n.01']||S|[]|[]|False|[]|['might', 'do']|[]|[]|NN|True|False|False|0|False|||might||0.0|ZERO|THE
5474|THE|"data/parsed/22/wsj_2237.mrg|5|94"|It is the vast shadow government of 15,000 congressional staffers that helps create such legislative atrocities as the 1,376 page , 13-pound reconciliation bill that claimed to be the budget of [ the United States . ]|States|pl|NNP|[u'administrative_district.n.01']||PP|['.']|['NNP']|False|['.']|[]|['United']|['budget', 'of']|NN|True|False|False|0|False|||to||0.96875|ZERO|THE
5475|THE|"data/parsed/22/wsj_2237.mrg|6|10"|Maybe after [ the staffers ] explain their work to the Poles , they 'd be willing to come back and do the same for the American people .|staffer|pl|NN|[u'employee.n.01']||S|[]|[]|True|[]|['explain', 'their']|[]|['Maybe', 'after']|NN|False|False|False|0|False|||explain|True|0.0769230769231|ZERO|THE
5477|THE|"data/parsed/22/wsj_2237.mrg|6|26"|Maybe after the staffers explain their work to [ the Poles , ] they 'd be willing to come back and do the same for the American people .|Poles|pl|NNP|[u'rod.n.01']||PP|[',']|[]|True|[',']|"['they', ""'d""]"|[]|['work', 'to']|NN|True|False|False|0|False|||explain||0.32|ZERO|THE
5480|THE|"data/parsed/22/wsj_2237.mrg|6|69"|Maybe after the staffers explain their work to the Poles , they 'd be willing to come back and do the same for [ the American people . ]|people|pl|NN|[u'group.n.01']||PP|['.']|['JJ']|False|['.']|[]|['American']|['same', 'for']|NN|False|False|False|0|False|||to|False|0.958333333333|ZERO|THE
5490|THE|"data/parsed/22/wsj_2238.mrg|2|4"|[ The results ] for the half were worse than market expectations , which suggested an interim loss of around 10 million Irish punts .|result|pl|NN|[u'phenomenon.n.01']||NP|[]|[]|False|[]|['for']|[]|[]|NN|False|True|False|3|False|PP|for|were|False|0.0|ZERO|THE
5491|THE|"data/parsed/22/wsj_2238.mrg|2|12"|The results for [ the half ] were worse than market expectations , which suggested an interim loss of around 10 million Irish punts .|half|sg|NN|[u'common_fraction.n.01']||PP|[]|[]|False|[]|[u'be', u'bad']|[]|[u'result', 'for']|NN|False|False|False|0|False|||were|False|0.136363636364|ZERO|THE
5567|THE|"data/parsed/22/wsj_2239.mrg|9|9"|Contributing to [ the selling pressure ] were dispatches by several investment firms advising clients to boost their stock holdings and reduce the size of their cash or bond portfolios .|pressure|sg|NN|[u'physical_phenomenon.n.01']||PP|[]|['NN']|False|[]|[u'be', u'dispatch']|['selling']|['Contributing', 'to']|NN|False|False|False|0|False||||False|0.0740740740741|ZERO|THE
5658|THE|"data/parsed/22/wsj_2239.mrg|26|50"|`` I think the willingness of securities companies to make markets for high-yield issues improved [ the sentiment ] for junk bonds , '' said John Lonski , an economist at Moody 's Investors Service Inc .|sentiment|sg|NN|[u'feeling.n.01']||NP|[]|[]|False|[]|['for', 'junk']|[]|[u'issue', u'improve']|NN|False|True|False|5|False|PP|for|improved|False|0.441176470588|ZERO|THE
5745|THE|"data/parsed/22/wsj_2239.mrg|42|46"|Meanwhile , agency supply is expected to weigh heavily on the market today when [ the Federal Home Loan Bank ] prices a $ 2.3 billion offering of one-year , three-year , five-year and 10-year maturities .|Bank|sg|NNP|[u'slope.n.01']||S|[]|['NNP', 'NNP', 'NNP']|False|[]|[u'price']|['Federal', 'Home', 'Loan']|['today', 'when']|NN|True|False|False|0|False|||prices||0.451612903226|ZERO|THE
5749|THE|"data/parsed/22/wsj_2239.mrg|43|8"|Tomorrow , [ the Resolution Funding Corp. ] will provide details of its first bond issue , which is expected to total between $ 4 billion and $ 6 billion and carry a maturity greater than 20 years .|Corp.|sg|NNP|||S|[]|['NNP', 'NNP']|False|[]|['will', 'provide']|['Resolution', 'Funding']|['Tomorrow', ',']|NN|True|False|False|0|False|||will||0.0588235294118|ZERO|THE
5762|THE|"data/parsed/22/wsj_2239.mrg|45|10"|And this week [ the Tennessee Valley Authority ] plans to price a $ 3 billion offering , its first public debt borrowing in 15 years .|Authority|sg|NNP|[u'control.n.01']||S|[]|['NNP', 'NNP']|False|[]|[u'plan', 'to']|['Tennessee', 'Valley']|['this', 'week']|NN|True|False|False|0|False|||plans||0.136363636364|ZERO|THE
5819|THE|"data/parsed/22/wsj_2239.mrg|58|17"|Thus , higher bidding narrows [ the investor 's ] return while lower bidding widens it .|investor|sg|NN|[u'capitalist.n.02']||NPB|['POS']|[]|False|"[""'s""]"|['return', 'while']|[]|['bidding', u'narrow']|NN|False|False|False|0|False|||narrows|False|0.384615384615|ZERO|THE
5822|THE|"data/parsed/22/wsj_2239.mrg|59|3"|[ The percentage rates ] are calculated on a 360-day year , while the coupon-equivalent yield is based on a 365-day year .|rate|pl|NN|[u'tax.n.01']||S|[]|['NN']|True|[]|[u'be', u'calculate']|['percentage']|[]|NN|False|False|False|0|False|||are|True|0.0|ZERO|THE
5828|THE|"data/parsed/22/wsj_2239.mrg|61|4"|[ The 13-week bills ] mature Jan. 18 , 1990 , and the 26-week bills mature April 19 , 1990 .|bill|pl|NN|[u'legal_document.n.01']||S|[]|['JJ']|False|[]|['mature', 'Jan.']|['13-week']|[]|NN|False|False|False|0|False|||mature|False|0.0|ZERO|THE
5830|THE|"data/parsed/22/wsj_2239.mrg|61|28"|The 13-week bills mature Jan. 18 , 1990 , and [ the 26-week bills ] mature April 19 , 1990 .|bill|pl|NN|[u'legal_document.n.01']||S|[]|['JJ']|False|[]|['mature', 'April']|['26-week']|[',', 'and']|NN|False|False|False|0|False|||mature|True|0.588235294118|ZERO|THE
5862|THE|"data/parsed/22/wsj_2239.mrg|70|68"|-- Britain 's 11 3\\/4 % bond due 2003\\/2007 ended 1 1\\/8 higher at 111 19\\/32 to yield 10.12 % , while [ the 11 3\\/4 % notes ] due 1991 rose 21\\/32 to 98 26\\/32 to yield 12.74 % .|note|pl|NN|[u'written_record.n.01']||NP|[]|['CD', 'CD', 'NN']|False|[]|['due', '<number>']|['<number>', '3\\\\/4', '%']|[',', 'while']|NN|False|True|False|2|False|ADJP|due|rose|False|0.628571428571|ZERO|THE
5884|THE|"data/parsed/22/wsj_2239.mrg|73|95"|Dealers said morning activity was hectic as prices dropped in response to gains in the stock market and losses in Treasury securities , but trading slowed to moderate levels in [ the afternoon . ]|afternoon|sg|NN|[u'day.n.04']||PP|['.']|[]|False|['.']|[]|[]|[u'level', 'in']|NN|False|False|False|0|False|||slowed|False|0.967741935484|ZERO|THE
5921|THE|"data/parsed/22/wsj_2239.mrg|79|6"|Offsetting [ the Remic-related purchases ] were continued heavy sales by mortgage originators , which are producing increased amounts of fixed-rate mortgage-backed issues with lower rates .|purchase|pl|NN|[u'acquisition.n.01']||VP|[]|['JJ']|False|[]|[u'be', u'continue']|['Remic-related']|['Offsetting']|NN|False|False|False|0|False||||False|0.0434782608696|ZERO|THE
5936|THE|"data/parsed/22/wsj_2239.mrg|83|3"|[ The session losses ] left municipal dollar bonds close to where they were before the 190.58-point drop in the Dow Jones Industrial Average Friday prompted a capital markets rally .|loss|pl|NN|[u'financial_loss.n.01']||S|[]|['NN']|False|[]|[u'leave', 'municipal']|['session']|[]|NN|False|False|False|0|False|||left|False|0.0|ZERO|THE
6008|THE|"data/parsed/22/wsj_2240.mrg|1|90"|BMA Corp. , Kansas City , Mo. , said it 's weighing `` strategic alternatives , '' for its Business Men 's Assurance Co. unit , and is contacting possible buyers of [ the life and health insurance operation . ]|operation|sg|NN|[u'action.n.02']||PP|['.']|['NN', 'CC', 'NN', 'NN']|False|['.']|[]|['life', 'and', 'health', 'insurance']|[u'buyer', 'of']|NN|False|False|False|0|False|||'s|False|0.969696969697|ZERO|THE
6019|THE|"data/parsed/22/wsj_2240.mrg|3|6"|[ The Business Men 's ] Assurance unit represented about $ 288 million of the company 's $ 488 million in 1988 revenue , and the unit 's operating income was about $ 10 million , said S the spokesman .|Men|sg|NNP|[u'force.n.04']||NPB|['POS']|['NNP']|True|"[""'s""]"|['Assurance', 'unit']|['Business']|[]|NN|True|False|False|0|False|||represented||0.0|ZERO|THE
6022|THE|"data/parsed/22/wsj_2240.mrg|3|37"|The Business Men 's Assurance unit represented about $ 288 million of [ the company 's ] $ 488 million in 1988 revenue , and the unit 's operating income was about $ 10 million , said S the spokesman .|company|sg|NN|[u'institution.n.01']||NPB|['POS']|[]|False|"[""'s""]"|['$', '<number>']|[]|['million', 'of']|NN|False|False|False|0|False|||represented|False|0.324324324324|ZERO|THE
6044|THE|"data/parsed/22/wsj_2241.mrg|2|55"|A spokesman for Laidlaw declined to disclose the price the Toronto transportation and waste services concern paid for [ the additional shares , ] which he said were acquired `` over the last couple of weeks . ''|share|pl|NN|[u'assets.n.01']||NP|[',']|['JJ']|False|[',']|['which', 'he']|['additional']|[u'pay', 'for']|NN|False|True|False|14|False|SBAR|which|to|False|0.545454545455|ZERO|THE
6106|THE|"data/parsed/22/wsj_2242.mrg|6|44"|Export sales for leisure items alone , for instance , totaled 184.74 billion yen in [ the 12 months , ] up from 106.06 billion in the previous fiscal year .|month|pl|NN|[u'time_period.n.01']||PP|[',']|['CD']|False|[',']|['up', 'from']|['<number>']|['yen', 'in']|NN|False|False|False|0|False|||totaled|False|0.576923076923|ZERO|THE
6137|THE|"data/parsed/22/wsj_2243.mrg|5|3"|[ The closely held Hertz Corp. ] had annual revenue of close to $ 2 billion in 1988 , of which $ 1.7 billion was contributed by its Hertz Rent A Car operations world-wide .|Corp.|sg|NNP|||S|[]|['RB', 'VBN', 'NNP']|True|[]|[u'have', 'annual']|['closely', u'hold', 'Hertz']|[]|NN|True|False|False|0|False|||had||0.0|ZERO|THE
6149|THE|"data/parsed/22/wsj_2243.mrg|6|49"|Hertz Equipment is a major supplier of rental equipment in the U.S. , France , Spain and [ the U.K . ]|U.K|sg|NNP|||NP|['.']|[]|False|['.']|[]|[]|['Spain', 'and']|NN|True|False|False|0|False|||is||0.944444444444|ZERO|THE
6216|THE|"data/parsed/22/wsj_2245.mrg|3|64"|He said the third-quarter estimate indicates profit for the nine months of $ 4.65 a share , `` almost equal to [ the full-year 1988 earnings '' ] of $ 108.6 million , or $ 4.81 a share .|earnings|pl|NN|[u'income.n.01']||NP|"[""''""]"|['JJ', 'CD']|False|"[""''""]"|['of', '$']|['full-year', '<number>']|['equal', 'to']|NN|False|True|False|11|True|PP|of|indicates|False|0.636363636364|ZERO|THE
6227|THE|"data/parsed/22/wsj_2245.mrg|5|13"|Mr. Simmons said [ the third-quarter results ] reflect continued improvements in productivity and operating margins .|result|pl|NN|[u'phenomenon.n.01']||S|[]|['JJ']|False|[]|['reflect', 'continued']|['third-quarter']|['Simmons', u'say']|NN|False|False|False|0|False|||reflect|False|0.230769230769|ZERO|THE
6262|THE|"data/parsed/22/wsj_2246.mrg|4|10"|Both of [ the New York-based companies ] print stock certificates and currency .|company|pl|NN|[u'institution.n.01']||PP|[]|['NNP', 'JJ']|False|[]|['print', 'stock']|['New', 'York-based']|['Both', 'of']|NN|False|False|False|0|False|||print|False|0.222222222222|ZERO|THE
6281|THE|"data/parsed/22/wsj_2246.mrg|9|18"|Closely held U.S. Banknote offered [ the $ 7 ] a share , or $ 126 million , for as many as 14.9 million shares , or 78.6 % , of International Banknote 's shares outstanding .|$||QP|||NP|[]|[]|False|[]|['share']|[]|['Banknote', u'offer']|QP|False|True|False|3|False|NPB|a|offered||0.151515151515|ZERO|THE
6292|THE|"data/parsed/22/wsj_2246.mrg|10|54"|U.S. Banknote said that as of Oct. 13 , 16.1 million shares , or about 84.3 % of [ the fully diluted shares ] outstanding , had been tendered .|share|pl|NN|[u'assets.n.01']||NP|[]|['RB', 'JJ']|True|[]|['outstanding', ',']|['fully', 'diluted']|['%', 'of']|NN|False|True|False|2|False|ADJP|outstanding|had|True|0.72|ZERO|THE
6367|THE|"data/parsed/22/wsj_2248.mrg|4|39"|In a related move , Enron said it increased the number of [ the partnership 's ] units it will offer to 6,930,000 from 5,500,000 .|partnership|sg|NN|[u'business.n.01']||NPB|['POS']|[]|True|"[""'s""]"|[u'unit', 'it']|[]|['number', 'of']|NN|False|False|False|0|False|||increased|True|0.545454545455|ZERO|THE
6377|THE|"data/parsed/22/wsj_2248.mrg|6|59"|Enron said each unit will be priced in the $ 19-to-$21 range and will represent about 80 % of [ the partnership equity . ]|equity|sg|NN|[u'assets.n.01']||PP|['.']|['NN']|False|['.']|[]|['partnership']|['%', 'of']|NN|False|False|False|0|False|||will|False|0.95|ZERO|THE
6393|THE|"data/parsed/22/wsj_2249.mrg|2|13"|DIG Acquisition Corp. , [ the New Jersey investor 's acquisition vehicle , ] said that as of the close of business yesterday , 560,839 shares had been tendered .|vehicle|sg|NN|[u'conveyance.n.03']||NP|[',']|['NNP', 'NNP', 'NN', 'POS', 'NN']|False|[',']|[u'say', 'that']|"['New', 'Jersey', 'investor', ""'s"", 'acquisition']"|['Corp.', ',']|NN|False|False|False|0|False|||said|False|0.190476190476|ZERO|THE
6411|THE|"data/parsed/22/wsj_2249.mrg|5|3"|[ The new expiration date ] is the date on which DIG 's financing commitments , which total about $ 240 million , are to expire .|date|sg|NN|[u'day.n.01']||S|[]|['JJ', 'NN']|False|[]|[u'be']|['new', 'expiration']|[]|NN|False|False|False|0|False|||is|False|0.0|ZERO|THE
6412|THE|"data/parsed/22/wsj_2249.mrg|5|15"|The new expiration date is [ the date ] on which DIG 's financing commitments , which total about $ 240 million , are to expire .|date|sg|NN|[u'day.n.01']||VP|[]|[]|False|[]|['on', 'which']|[]|['date', u'be']|NN|False|False|False|0|False|||is|True|0.208333333333|ZERO|THE
6442|THE|"data/parsed/22/wsj_2250.mrg|4|20"|After years of fading into [ the background , ] two-tone photography is coming back .|background|sg|NN|[u'inheritance.n.04']||PP|[',']|[]|False|[',']|['two-tone', 'photography']|[]|[u'fade', 'into']|NN|False|False|False|0|False|||fading|False|0.416666666667|ZERO|THE
6495|THE|"data/parsed/22/wsj_2250.mrg|15|65"|At Kodak , which largely ignored the market for years , black-and-white film sales now account for nearly 15 % of [ the company 's ] $ 3 billion in film and paper sales annually , up from 10 % three years ago .|company|sg|NN|[u'institution.n.01']||NP|['POS']|[]|True|"[""'s""]"|['$', '<number>']|[]|['%', 'of']|NN|False|True|False|10|False|NP|$|account|True|0.525|ZERO|THE
6503|THE|"data/parsed/22/wsj_2250.mrg|16|44"|The Rochester , N.Y. , photographic giant recently began marketing T-Max 3200 , one of [ the fastest and most sensitive monochrome films . ]|film|pl|NN|[u'product.n.02', u'show.n.03']||PP|['.']|['JJS', 'CC', 'JJS', 'JJ', 'JJ']|True|['.']|[]|[u'fast', 'and', 'most', 'sensitive', 'monochrome']|['one', 'of']|NN|False|False|False|0|False|||marketing|True|0.9375|ZERO|THE
6531|THE|"data/parsed/22/wsj_2250.mrg|21|14"|The biggest beneficiary of [ the black-and-white revival ] is likely to be International Paper Co. 's Ilford division , known in the industry for its premium products .|revival|sg|NN|[u'improvement.n.01']||PP|[]|['JJ']|False|[]|[u'be', 'likely']|['black-and-white']|['beneficiary', 'of']|NN|False|False|False|0|False|||is|False|0.16|ZERO|THE
6558|THE|"data/parsed/22/wsj_2250.mrg|26|50"|`` It has an archival , almost nostalgic quality to it , '' says Owen B. Butler , [ the chairman ] of the applied photography department at Rochester Institute of Technology .|chairman|sg|NN|[u'presiding_officer.n.01']||NP|[]|[]|False|[]|['of']|[]|['Butler', ',']|NN|False|True|False|11|True|PP|of||False|0.6|ZERO|THE
